Brand name,Price,Rating,Rating count,Review count,Ranking,URL,SKU
LAVNA,1699,3.5,False,False,10,https://www.amazon.in/LAVNA-Fingerprint-waterproof-suitable-warehouse/dp/B0D4R2BWF9/ref=sr_1_5?dib=eyJ2IjoiMSJ9.owQKMCqjYrr2xBCpclXieXD-rC0shRcP3avQuU33G31Xxz8h9tnu_MXHK8KfmPD84IxjVBUenT612U7nFxRl4YN06jHIwdFJXR7b8aqz7W1fGZTLVZ0firsUeYJIgxJTbS1TiQ3dyEjqZRwegGGtZ-CjSXSvp0yNlZdjhrK5L82Albbd6AFQR5UzeF7OjP77g9rsLYXYSTxjZfyHh7Qu5Lf2tsFhoizq9LwiAj-yV-2WEeEYLrM2gIJSVS1LFLM8ZrSzC3gKJcdv2ciV3gbFsuuVZy7UqcH35kPlZYLBnac.tgy7mP5sIS2UkOcg14-4a2mFz3ZtMFyRIED5FVtqKZ4&dib_tag=se&keywords=smart+lock&qid=1721224753&sr=8-5,13
Smart,1699,3.8,False,False,13,https://www.amazon.in/Fingerprint-Biometric-Electronic-Wardrobe-Furniture/dp/B09VC2Y146/ref=sr_1_152?dib=eyJ2IjoiMSJ9.HVfAWKPvR4Ly1Y1azcDs1QAEfXlaPZa2C14pIwgtrS68Koqcxz97Rm4hIOPjRlYkVpZd86kWkSHbrSUmTk3YOPn1nUMYC4QqVzvqAl1o5va40AbA60OOLKikcxoSefe1TCa-mTf_qzMeul2ZAjK-G9A_MuFSuV6P6IwFrwCYPoSyONBcBGW0_shrJC-F7YHJlsiYveT6qRv9a10Nb-XDCjM6CRez6EcF4zPPMRvqQbKvNlefVob3prGZ_pswEVb6B-jFEnrqOH1TP6lrMSZO7OWVTu9qeh5WYCY9vpEaK2c.uCi_P8usnwbugN1He8X3PygvbJO76jYLN0D90TW528o&dib_tag=se&keywords=smart+lock&qid=1721239241&sr=8-152,1
QUBO,9490,4.3,False,False,11,https://www.amazon.in/QUBO-Essential-Unlocking-Fingerprint-Mechanical/dp/B0BS9LFSWJ/ref=sr_1_6?dib=eyJ2IjoiMSJ9.owQKMCqjYrr2xBCpclXieXD-rC0shRcP3avQuU33G31Xxz8h9tnu_MXHK8KfmPD84IxjVBUenT612U7nFxRl4YN06jHIwdFJXR7b8aqz7W1fGZTLVZ0firsUeYJIgxJTbS1TiQ3dyEjqZRwegGGtZ-CjSXSvp0yNlZdjhrK5L82Albbd6AFQR5UzeF7OjP77g9rsLYXYSTxjZfyHh7Qu5Lf2tsFhoizq9LwiAj-yV-2WEeEYLrM2gIJSVS1LFLM8ZrSzC3gKJcdv2ciV3gbFsuuVZy7UqcH35kPlZYLBnac.tgy7mP5sIS2UkOcg14-4a2mFz3ZtMFyRIED5FVtqKZ4&dib_tag=se&keywords=smart+lock&qid=1721224753&sr=8-6,6
HomeMate,7999,3.0,False,False,14,https://www.amazon.in/HomeMate%C2%AE-Touchscreen-Fingerprint-Electronic-Mechanical/dp/B07QG4W9D9/ref=sr_1_153?dib=eyJ2IjoiMSJ9.HVfAWKPvR4Ly1Y1azcDs1QAEfXlaPZa2C14pIwgtrS68Koqcxz97Rm4hIOPjRlYkVpZd86kWkSHbrSUmTk3YOPn1nUMYC4QqVzvqAl1o5va40AbA60OOLKikcxoSefe1TCa-mTf_qzMeul2ZAjK-G9A_MuFSuV6P6IwFrwCYPoSyONBcBGW0_shrJC-F7YHJlsiYveT6qRv9a10Nb-XDCjM6CRez6EcF4zPPMRvqQbKvNlefVob3prGZ_pswEVb6B-jFEnrqOH1TP6lrMSZO7OWVTu9qeh5WYCY9vpEaK2c.uCi_P8usnwbugN1He8X3PygvbJO76jYLN0D90TW528o&dib_tag=se&keywords=smart+lock&qid=1721239241&sr=8-153,2
Escozor,1499,3.8,False,False,12,https://www.amazon.in/Escozor%C2%AE-Fingerprint-Biometric-Furniture-Different/dp/B0C4ZBT6M7/ref=sr_1_7?dib=eyJ2IjoiMSJ9.owQKMCqjYrr2xBCpclXieXD-rC0shRcP3avQuU33G31Xxz8h9tnu_MXHK8KfmPD84IxjVBUenT612U7nFxRl4YN06jHIwdFJXR7b8aqz7W1fGZTLVZ0firsUeYJIgxJTbS1TiQ3dyEjqZRwegGGtZ-CjSXSvp0yNlZdjhrK5L82Albbd6AFQR5UzeF7OjP77g9rsLYXYSTxjZfyHh7Qu5Lf2tsFhoizq9LwiAj-yV-2WEeEYLrM2gIJSVS1LFLM8ZrSzC3gKJcdv2ciV3gbFsuuVZy7UqcH35kPlZYLBnac.tgy7mP5sIS2UkOcg14-4a2mFz3ZtMFyRIED5FVtqKZ4&dib_tag=se&keywords=smart+lock&qid=1721224753&sr=8-7,1
UNIY,5490,4.5,False,False,13,https://www.amazon.in/UNIY-Digital-Fingerprint-Included-Features/dp/B0BFFW365Y/ref=sr_1_8?dib=eyJ2IjoiMSJ9.owQKMCqjYrr2xBCpclXieXD-rC0shRcP3avQuU33G31Xxz8h9tnu_MXHK8KfmPD84IxjVBUenT612U7nFxRl4YN06jHIwdFJXR7b8aqz7W1fGZTLVZ0firsUeYJIgxJTbS1TiQ3dyEjqZRwegGGtZ-CjSXSvp0yNlZdjhrK5L82Albbd6AFQR5UzeF7OjP77g9rsLYXYSTxjZfyHh7Qu5Lf2tsFhoizq9LwiAj-yV-2WEeEYLrM2gIJSVS1LFLM8ZrSzC3gKJcdv2ciV3gbFsuuVZy7UqcH35kPlZYLBnac.tgy7mP5sIS2UkOcg14-4a2mFz3ZtMFyRIED5FVtqKZ4&dib_tag=se&keywords=smart+lock&qid=1721224753&sr=8-8,2
Golens,19499,2.7,False,False,18,https://www.amazon.in/Golens-X19-Recognition-Intercom-Fingerprint/dp/B0BSP2PFG1/ref=sr_1_154?dib=eyJ2IjoiMSJ9.HVfAWKPvR4Ly1Y1azcDs1QAEfXlaPZa2C14pIwgtrS68Koqcxz97Rm4hIOPjRlYkVpZd86kWkSHbrSUmTk3YOPn1nUMYC4QqVzvqAl1o5va40AbA60OOLKikcxoSefe1TCa-mTf_qzMeul2ZAjK-G9A_MuFSuV6P6IwFrwCYPoSyONBcBGW0_shrJC-F7YHJlsiYveT6qRv9a10Nb-XDCjM6CRez6EcF4zPPMRvqQbKvNlefVob3prGZ_pswEVb6B-jFEnrqOH1TP6lrMSZO7OWVTu9qeh5WYCY9vpEaK2c.uCi_P8usnwbugN1He8X3PygvbJO76jYLN0D90TW528o&dib_tag=se&keywords=smart+lock&qid=1721239241&sr=8-154,9
EscozorÂ®,4199,0.0,False,False,19,https://www.amazon.in/Escozor%C2%AE-Smart-Furniture-Digital-Keyless/dp/B0C4ZK2FDQ/ref=sr_1_155?dib=eyJ2IjoiMSJ9.HVfAWKPvR4Ly1Y1azcDs1QAEfXlaPZa2C14pIwgtrS68Koqcxz97Rm4hIOPjRlYkVpZd86kWkSHbrSUmTk3YOPn1nUMYC4QqVzvqAl1o5va40AbA60OOLKikcxoSefe1TCa-mTf_qzMeul2ZAjK-G9A_MuFSuV6P6IwFrwCYPoSyONBcBGW0_shrJC-F7YHJlsiYveT6qRv9a10Nb-XDCjM6CRez6EcF4zPPMRvqQbKvNlefVob3prGZ_pswEVb6B-jFEnrqOH1TP6lrMSZO7OWVTu9qeh5WYCY9vpEaK2c.uCi_P8usnwbugN1He8X3PygvbJO76jYLN0D90TW528o&dib_tag=se&keywords=smart+lock&qid=1721239241&sr=8-155,3
LAVNA,1490,4.1,False,False,14,https://www.amazon.in/LAVNA-LS10-Waredrobes-Fingerprint-Complete/dp/B0CG92D1KX/ref=sr_1_9?dib=eyJ2IjoiMSJ9.owQKMCqjYrr2xBCpclXieXD-rC0shRcP3avQuU33G31Xxz8h9tnu_MXHK8KfmPD84IxjVBUenT612U7nFxRl4YN06jHIwdFJXR7b8aqz7W1fGZTLVZ0firsUeYJIgxJTbS1TiQ3dyEjqZRwegGGtZ-CjSXSvp0yNlZdjhrK5L82Albbd6AFQR5UzeF7OjP77g9rsLYXYSTxjZfyHh7Qu5Lf2tsFhoizq9LwiAj-yV-2WEeEYLrM2gIJSVS1LFLM8ZrSzC3gKJcdv2ciV3gbFsuuVZy7UqcH35kPlZYLBnac.tgy7mP5sIS2UkOcg14-4a2mFz3ZtMFyRIED5FVtqKZ4&dib_tag=se&keywords=smart+lock&qid=1721224753&sr=8-9,13
Golens,20999,5.0,False,False,20,https://www.amazon.in/Golens-X19-Luxurious-Recognition-Fingerprint/dp/B0BW64M7VC/ref=sr_1_156?dib=eyJ2IjoiMSJ9.HVfAWKPvR4Ly1Y1azcDs1QAEfXlaPZa2C14pIwgtrS68Koqcxz97Rm4hIOPjRlYkVpZd86kWkSHbrSUmTk3YOPn1nUMYC4QqVzvqAl1o5va40AbA60OOLKikcxoSefe1TCa-mTf_qzMeul2ZAjK-G9A_MuFSuV6P6IwFrwCYPoSyONBcBGW0_shrJC-F7YHJlsiYveT6qRv9a10Nb-XDCjM6CRez6EcF4zPPMRvqQbKvNlefVob3prGZ_pswEVb6B-jFEnrqOH1TP6lrMSZO7OWVTu9qeh5WYCY9vpEaK2c.uCi_P8usnwbugN1He8X3PygvbJO76jYLN0D90TW528o&dib_tag=se&keywords=smart+lock&qid=1721239241&sr=8-156,9
Godrej,11945,4.5,False,False,18,https://www.amazon.in/Godrej-Wooden-Fingerprint-Mechanical-Champagne/dp/B0C2TR675T/ref=sr_1_10?dib=eyJ2IjoiMSJ9.owQKMCqjYrr2xBCpclXieXD-rC0shRcP3avQuU33G31Xxz8h9tnu_MXHK8KfmPD84IxjVBUenT612U7nFxRl4YN06jHIwdFJXR7b8aqz7W1fGZTLVZ0firsUeYJIgxJTbS1TiQ3dyEjqZRwegGGtZ-CjSXSvp0yNlZdjhrK5L82Albbd6AFQR5UzeF7OjP77g9rsLYXYSTxjZfyHh7Qu5Lf2tsFhoizq9LwiAj-yV-2WEeEYLrM2gIJSVS1LFLM8ZrSzC3gKJcdv2ciV3gbFsuuVZy7UqcH35kPlZYLBnac.tgy7mP5sIS2UkOcg14-4a2mFz3ZtMFyRIED5FVtqKZ4&dib_tag=se&keywords=smart+lock&qid=1721224753&sr=8-10,6
HomeMate,13999,0.0,False,False,21,https://www.amazon.in/HomeMate-Smart-Door-Lock-Fingerprint/dp/B0CV55JL73/ref=sr_1_157?dib=eyJ2IjoiMSJ9.HVfAWKPvR4Ly1Y1azcDs1QAEfXlaPZa2C14pIwgtrS68Koqcxz97Rm4hIOPjRlYkVpZd86kWkSHbrSUmTk3YOPn1nUMYC4QqVzvqAl1o5va40AbA60OOLKikcxoSefe1TCa-mTf_qzMeul2ZAjK-G9A_MuFSuV6P6IwFrwCYPoSyONBcBGW0_shrJC-F7YHJlsiYveT6qRv9a10Nb-XDCjM6CRez6EcF4zPPMRvqQbKvNlefVob3prGZ_pswEVb6B-jFEnrqOH1TP6lrMSZO7OWVTu9qeh5WYCY9vpEaK2c.uCi_P8usnwbugN1He8X3PygvbJO76jYLN0D90TW528o&dib_tag=se&keywords=smart+lock&qid=1721239241&sr=8-157,2
LAVNA,9790,4.4,False,False,19,https://www.amazon.in/LAVNA-LA24-BT-B/dp/B083KJ3BVR/ref=sr_1_11?dib=eyJ2IjoiMSJ9.owQKMCqjYrr2xBCpclXieXD-rC0shRcP3avQuU33G31Xxz8h9tnu_MXHK8KfmPD84IxjVBUenT612U7nFxRl4YN06jHIwdFJXR7b8aqz7W1fGZTLVZ0firsUeYJIgxJTbS1TiQ3dyEjqZRwegGGtZ-CjSXSvp0yNlZdjhrK5L82Albbd6AFQR5UzeF7OjP77g9rsLYXYSTxjZfyHh7Qu5Lf2tsFhoizq9LwiAj-yV-2WEeEYLrM2gIJSVS1LFLM8ZrSzC3gKJcdv2ciV3gbFsuuVZy7UqcH35kPlZYLBnac.tgy7mP5sIS2UkOcg14-4a2mFz3ZtMFyRIED5FVtqKZ4&dib_tag=se&keywords=smart+lock&qid=1721224753&sr=8-11,13
Yale,10999,4.1,False,False,20,https://www.amazon.in/Yale-YDME-50-NxT-Installation/dp/B08YRR3LH9/ref=sr_1_12?dib=eyJ2IjoiMSJ9.owQKMCqjYrr2xBCpclXieXD-rC0shRcP3avQuU33G31Xxz8h9tnu_MXHK8KfmPD84IxjVBUenT612U7nFxRl4YN06jHIwdFJXR7b8aqz7W1fGZTLVZ0firsUeYJIgxJTbS1TiQ3dyEjqZRwegGGtZ-CjSXSvp0yNlZdjhrK5L82Albbd6AFQR5UzeF7OjP77g9rsLYXYSTxjZfyHh7Qu5Lf2tsFhoizq9LwiAj-yV-2WEeEYLrM2gIJSVS1LFLM8ZrSzC3gKJcdv2ciV3gbFsuuVZy7UqcH35kPlZYLBnac.tgy7mP5sIS2UkOcg14-4a2mFz3ZtMFyRIED5FVtqKZ4&dib_tag=se&keywords=smart+lock&qid=1721224753&sr=8-12,3
Foora,3162,3.8,False,False,22,https://www.amazon.in/Foora-Fingerprint-Biometric-Waterproof-Padlock/dp/B09TXMBPZ4/ref=sr_1_158?dib=eyJ2IjoiMSJ9.HVfAWKPvR4Ly1Y1azcDs1QAEfXlaPZa2C14pIwgtrS68Koqcxz97Rm4hIOPjRlYkVpZd86kWkSHbrSUmTk3YOPn1nUMYC4QqVzvqAl1o5va40AbA60OOLKikcxoSefe1TCa-mTf_qzMeul2ZAjK-G9A_MuFSuV6P6IwFrwCYPoSyONBcBGW0_shrJC-F7YHJlsiYveT6qRv9a10Nb-XDCjM6CRez6EcF4zPPMRvqQbKvNlefVob3prGZ_pswEVb6B-jFEnrqOH1TP6lrMSZO7OWVTu9qeh5WYCY9vpEaK2c.uCi_P8usnwbugN1He8X3PygvbJO76jYLN0D90TW528o&dib_tag=se&keywords=smart+lock&qid=1721239241&sr=8-158,1
LAVNA,6690,4.1,False,False,21,https://www.amazon.in/LAVNA-Electronic-Bluetooth-Mobile-Fingerprint/dp/B09Z61WN1D/ref=sr_1_13?dib=eyJ2IjoiMSJ9.owQKMCqjYrr2xBCpclXieXD-rC0shRcP3avQuU33G31Xxz8h9tnu_MXHK8KfmPD84IxjVBUenT612U7nFxRl4YN06jHIwdFJXR7b8aqz7W1fGZTLVZ0firsUeYJIgxJTbS1TiQ3dyEjqZRwegGGtZ-CjSXSvp0yNlZdjhrK5L82Albbd6AFQR5UzeF7OjP77g9rsLYXYSTxjZfyHh7Qu5Lf2tsFhoizq9LwiAj-yV-2WEeEYLrM2gIJSVS1LFLM8ZrSzC3gKJcdv2ciV3gbFsuuVZy7UqcH35kPlZYLBnac.tgy7mP5sIS2UkOcg14-4a2mFz3ZtMFyRIED5FVtqKZ4&dib_tag=se&keywords=smart+lock&qid=1721224753&sr=8-13,13
The,15199,0.0,False,False,23,https://www.amazon.in/Original-QUBA-Qrious-Smart-Digital/dp/B0CWYD5LB4/ref=sr_1_159?dib=eyJ2IjoiMSJ9.HVfAWKPvR4Ly1Y1azcDs1QAEfXlaPZa2C14pIwgtrS68Koqcxz97Rm4hIOPjRlYkVpZd86kWkSHbrSUmTk3YOPn1nUMYC4QqVzvqAl1o5va40AbA60OOLKikcxoSefe1TCa-mTf_qzMeul2ZAjK-G9A_MuFSuV6P6IwFrwCYPoSyONBcBGW0_shrJC-F7YHJlsiYveT6qRv9a10Nb-XDCjM6CRez6EcF4zPPMRvqQbKvNlefVob3prGZ_pswEVb6B-jFEnrqOH1TP6lrMSZO7OWVTu9qeh5WYCY9vpEaK2c.uCi_P8usnwbugN1He8X3PygvbJO76jYLN0D90TW528o&dib_tag=se&keywords=smart+lock&qid=1721239241&sr=8-159,1
Denler,17999,4.3,False,False,22,https://www.amazon.in/Denler-Digital-Android-Fingerprint-Warranty/dp/B0BWDM6QVJ/ref=sr_1_14?dib=eyJ2IjoiMSJ9.owQKMCqjYrr2xBCpclXieXD-rC0shRcP3avQuU33G31Xxz8h9tnu_MXHK8KfmPD84IxjVBUenT612U7nFxRl4YN06jHIwdFJXR7b8aqz7W1fGZTLVZ0firsUeYJIgxJTbS1TiQ3dyEjqZRwegGGtZ-CjSXSvp0yNlZdjhrK5L82Albbd6AFQR5UzeF7OjP77g9rsLYXYSTxjZfyHh7Qu5Lf2tsFhoizq9LwiAj-yV-2WEeEYLrM2gIJSVS1LFLM8ZrSzC3gKJcdv2ciV3gbFsuuVZy7UqcH35kPlZYLBnac.tgy7mP5sIS2UkOcg14-4a2mFz3ZtMFyRIED5FVtqKZ4&dib_tag=se&keywords=smart+lock&qid=1721224753&sr=8-14,2
EZVIZ,11999,0.0,False,False,24,https://www.amazon.in/EZVIZ-Fingerprint-Unlocking-Supports-Emergency/dp/B0CJNM4TZW/ref=sr_1_160?dib=eyJ2IjoiMSJ9.HVfAWKPvR4Ly1Y1azcDs1QAEfXlaPZa2C14pIwgtrS68Koqcxz97Rm4hIOPjRlYkVpZd86kWkSHbrSUmTk3YOPn1nUMYC4QqVzvqAl1o5va40AbA60OOLKikcxoSefe1TCa-mTf_qzMeul2ZAjK-G9A_MuFSuV6P6IwFrwCYPoSyONBcBGW0_shrJC-F7YHJlsiYveT6qRv9a10Nb-XDCjM6CRez6EcF4zPPMRvqQbKvNlefVob3prGZ_pswEVb6B-jFEnrqOH1TP6lrMSZO7OWVTu9qeh5WYCY9vpEaK2c.uCi_P8usnwbugN1He8X3PygvbJO76jYLN0D90TW528o&dib_tag=se&keywords=smart+lock&qid=1721239241&sr=8-160,1
Atomberg,15999,4.3,False,False,23,https://www.amazon.in/Unlocking-Fingerprint-Bluetooth-Mechanical-Stainless/dp/B0C2CTWLHZ/ref=sr_1_15?dib=eyJ2IjoiMSJ9.owQKMCqjYrr2xBCpclXieXD-rC0shRcP3avQuU33G31Xxz8h9tnu_MXHK8KfmPD84IxjVBUenT612U7nFxRl4YN06jHIwdFJXR7b8aqz7W1fGZTLVZ0firsUeYJIgxJTbS1TiQ3dyEjqZRwegGGtZ-CjSXSvp0yNlZdjhrK5L82Albbd6AFQR5UzeF7OjP77g9rsLYXYSTxjZfyHh7Qu5Lf2tsFhoizq9LwiAj-yV-2WEeEYLrM2gIJSVS1LFLM8ZrSzC3gKJcdv2ciV3gbFsuuVZy7UqcH35kPlZYLBnac.tgy7mP5sIS2UkOcg14-4a2mFz3ZtMFyRIED5FVtqKZ4&dib_tag=se&keywords=smart+lock&qid=1721224753&sr=8-15,1
